uid expr treatment rep update threshold
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29000 94.474
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29100 94.7114
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29200 94.6861
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29300 94.9529
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29400 94.5943
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29500 94.2423
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29600 93.1648
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29700 92.4642
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29800 94.3062
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29900 95.0951
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 30000 94.7792
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 0 -nan
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 100 96
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 200 87.3103
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 300 66.8499
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 400 48.1689
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 500 55.3564
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 600 54.6847
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 700 53.3836
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 800 57.9401
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 900 56.2892
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1000 53.7134
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1100 51.3621
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1200 46.1271
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1300 50.7633
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1400 44.8897
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1500 45.0777
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1600 37.0954
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1700 39.3176
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1800 39.1635
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1900 40.9008
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2000 49.8042
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2100 47.2223
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2200 49.5491
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2300 43.9092
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2400 32.2167
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2500 57.9505
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2600 39.319
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2700 48.9588
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2800 50.0903
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2900 37.6354
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3000 29.6754
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3100 27.537
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3200 38.3525
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3300 69.1761
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3400 65.8114
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3500 46.894
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3600 20.0885
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3700 25.0411
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3800 13.7989
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3900 57.4606
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4000 53.957
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4100 42.9359
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4200 43.1504
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4300 69.6562
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4400 53.9363
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4500 44.2092
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4600 65.1566
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4700 65.9843
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4800 63.7881
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4900 59.3692
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5000 45.2
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5100 42.9681
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5200 62.3081
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5300 60.6542
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5400 58.7636
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5500 66.6266
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5600 74.3647
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5700 60.4443
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5800 70.3948
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5900 77.909
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6000 81.2711
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6100 87.0134
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6200 72.0618
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6300 61.1232
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6400 59.0829
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6500 87.0419
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6600 82.7542
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6700 77.3882
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6800 86.4003
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6900 79.4054
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7000 67.0484
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7100 84.0591
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7200 81.7795
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7300 83.482
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7400 84.6105
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7500 92.411
