uid expr treatment rep update smart-explode quorum-sense nop-y
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 25700 10311 3716 162
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 25800 9855 3578 202
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 25900 9977 3542 379
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 26000 9822 3505 96
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 26100 9767 3448 93
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 26200 10189 3612 108
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 26300 10035 3701 76
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 26400 9879 3577 101
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 26500 9814 3467 77
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 26600 9944 3724 73
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 26700 9827 3516 80
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 26800 9880 3506 83
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 26900 9913 3581 307
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 27000 9764 3425 104
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 27100 9958 3455 102
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 27200 9877 3411 76
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 27300 9737 3481 74
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 27400 10043 3488 102
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 27500 10012 3466 82
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 27600 10334 3469 179
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 27700 10280 3509 69
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 27800 10160 3471 93
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 27900 10065 3415 106
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 28000 10115 3444 107
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 28100 10127 3432 149
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 28200 10047 3387 165
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 28300 10169 3449 211
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 28400 10042 3410 160
